UID        PID  PPID  C STIME TTY          TIME CMD
root      9898     2  0 Sep13 ?        00:00:00 [kworker/8:0]
root     10001     2  0 Aug06 ?        00:01:03 [kworker/8:1]
root     10077     2  0 03:15 ?        00:00:00 [kworker/13:1]
root     10269     2  0 13:53 ?        00:00:00 [kworker/u48:2]
oracle   10526     1  0 Aug11 ?        00:01:35 ora_w00c_VES081
oracle   10590     1  0 Aug11 ?        00:01:31 ora_w00n_VES081
oracle   10602     1  0 Aug11 ?        00:01:31 ora_w00j_VES081
oracle   10703     1  0 Sep12 ?        00:05:33 ora_m005_VES081
root     11184     2  0 Mar13 ?        00:00:00 [kworker/18:1H]
root     11371     2  0 Sep12 ?        00:00:00 [kworker/11:0]
root     11817     2  0 Jul26 ?        00:01:13 [kworker/7:1]
root     11908     2  0 03:45 ?        00:00:00 [kworker/16:1]
root     12355     2  0 Mar12 ?        00:00:00 [kworker/21:1H]
root     12847     2  0 13:58 ?        00:00:00 [kworker/u48:0]
oracle   13428     1  0 Aug28 ?        00:00:45 ora_w00l_VES081
root     13524     2  0 Aug13 ?        00:00:25 [kworker/15:2]
root     13773     2  0 Jul09 ?        00:01:08 [kworker/14:1]
root     14040     2  0 Aug30 ?        00:00:28 [kworker/9:1]
oracle   14108     1  0 Sep14 ?        00:02:27 ora_m001_VES081
root     14346     2  0 04:25 ?        00:00:00 [kworker/4:0]
root     14952     2  0 04:35 ?        00:00:00 [kworker/2:2]
oracle   15510     1  0 Aug02 ?        00:01:57 ora_w00i_VES081
root     15609     2  0 May28 ?        00:00:20 [kworker/23:0]
root     15745     2  0 14:04 ?        00:00:00 [kworker/u50:1]
root     16052     2  0 14:05 ?        00:00:00 [kworker/1:2]
root     16396     2  0 Jul31 ?        00:01:14 [kworker/10:1]
root     16714     2  0 Aug02 ?        00:00:00 [kworker/21:0]
oracle   17221     1  0 Sep06 ?        00:00:24 ora_w00e_VES081
oracle   17620     1  0 01:30 ?        00:01:03 ora_m000_VES081
oracle   17910     1  0 Apr19 ?        00:06:52 ora_w00g_VES081
root     17990     2  0 05:25 ?        00:00:00 [kworker/12:1]
root     18203     2  0 14:10 ?        00:00:00 [kworker/0:1]
root     18205     2  0 14:10 ?        00:00:00 [kworker/6:2]
root     18534     2  0 13:08 ?        00:00:00 [kworker/u49:0]
store    19476     1  1 05:39 ?        00:06:29 java -jar -Dspring.profiles.active=prod ../jar/lmgs-stm-amsrcv.jar
root     19599     2  0 Mar12 ?        00:00:00 [kworker/16:1H]
root     19660     2  0 14:13 ?        00:00:00 [kworker/3:2]
store    20032     1  0 05:40 ?        00:01:41 java -jar -Dspring.profiles.active=prod ../jar/lmgs-stm-posirt.jar
store    20117     1  0 05:40 ?        00:01:19 java -jar -Dspring.profiles.active=prod ../jar/lmgs-stm-possnd.jar
store    20255     1  0 05:40 ?        00:01:44 java -jar -Dspring.profiles.active=prod ../jar/lmgs-stm-codercv.jar
store    20349     1  0 05:40 ?        00:02:00 java -jar -Dspring.profiles.active=prod ../jar/lmgs-stm-transnd.jar
store    20434     1  0 05:40 ?        00:01:42 java -jar -Dspring.profiles.active=prod ../jar/lmgs-stm-tranrcv.jar
store    20527     1  0 05:40 ?        00:01:59 java -jar -Dspring.profiles.active=prod ../jar/lmgs-stm-transync.jar
store    20645     1  0 05:40 ?        00:01:36 java -jar -Dspring.profiles.active=prod ../jar/lmgs-stm-gmdinq.jar
store    20788     1  0 05:40 ?        00:01:20 java -jar -Dspring.profiles.active=prod ../jar/lmgs-stm-trancall.jar
store    20885     1  0 05:40 ?        00:01:23 java -jar -Dspring.profiles.active=prod ../jar/lmgs-stm-mgotit.jar
store    20973     1  0 05:40 ?        00:01:29 java -jar -Dspring.profiles.active=prod ../jar/lmgs-stm-mvnpay.jar
store    21068     1  0 05:40 ?        00:01:25 java -jar -Dspring.profiles.active=prod ../jar/lmgs-stm-mzalo.jar
store    21190     1  0 05:40 ?        00:01:26 java -jar -Dspring.profiles.active=prod ../jar/lmgs-stm-mshopee.jar
store    21332     1  0 05:40 ?        00:01:33 java -jar -Dspring.profiles.active=prod ../jar/lmgs-stm-mlottegift.jar
store    21426     1  0 05:40 ?        00:01:29 java -jar -Dspring.profiles.active=prod ../jar/lmgs-stm-mmomo.jar
root     21495     2  0 14:15 ?        00:00:00 [kworker/u50:0]
store    21516     1  0 05:40 ?        00:01:25 java -jar -Dspring.profiles.active=prod ../jar/lmgs-stm-minfoplus.jar
store    21624     1  0 05:40 ?        00:01:11 java -jar -Dspring.profiles.active=prod ../jar/lmgs-stm-mbnpl.jar
oracle   21680     1  0 Jul01 ?        00:03:24 ora_w008_VES081
oracle   21684     1  0 Jul01 ?        00:03:18 ora_w00h_VES081
oracle   21694     1  0 Jul01 ?        00:03:18 ora_w007_VES081
root     21740     2  0 Sep11 ?        00:00:00 [kworker/9:2]
root     21785     2  0 14:15 ?        00:00:00 [kworker/6:0]
root     21788     2  0 14:15 ?        00:00:00 [kworker/1:0]
root     21907     2  0 Sep11 ?        00:00:00 [kworker/7:0]
root     22200     2  0 Sep11 ?        00:00:00 [kworker/19:2]
oracle   22460     1  0 Sep08 ?        00:14:20 ora_m003_VES081
root     23437     2  0 14:19 ?        00:00:00 [kworker/3:1]
postfix  23706  2039  0 13:15 ?        00:00:00 pickup -l -t unix -u
root     23979     2  0 12:23 ?        00:00:00 [kworker/u49:1]
root     24345     2  0 14:20 ?        00:00:00 [kworker/6:3]
oracle   24448     1  0 14:20 ?        00:00:00 oracleVES081 (LOCAL=NO)
root     24472     2  0 14:21 ?        00:00:00 [kworker/1:1]
root     24647     2  0 14:21 ?        00:00:00 [kworker/0:0]
oracle   24745     1  0 14:21 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   24837     1  0 14:21 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   24845     1  0 14:21 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   24946     1  0 14:22 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   24952     1  0 14:22 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   24957     1  0 14:22 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   24959     1  0 14:22 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25048     1  0 14:22 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25061     1  0 14:22 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25067     1  0 14:22 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25089     1  0 14:22 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25095     1  1 14:22 ?        00:00:06 oracleVES081 (LOCAL=NO)
root     25158     2  0 Mar13 ?        00:00:00 [kworker/15:1H]
oracle   25166     1  0 14:22 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25172     1  0 14:22 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25192     1  0 14:22 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25259     1  0 14:22 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25283     1  0 14:22 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25288     1  0 14:22 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25293     1  0 14:22 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25302     1  0 14:22 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25306     1  0 14:22 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25325     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25329     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25333     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25338     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25343     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25345     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25427     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
root     25433     2  0 Mar12 ?        00:00:00 [kworker/20:1H]
oracle   25439     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25443     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25448     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25466     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25470     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25474     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25476     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25479     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25483     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25488     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25490     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25493     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25496     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
root     25497     2  0 Aug30 ?        00:00:00 [kworker/18:2]
oracle   25580     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25584     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25589     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25594     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25599     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25601     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25605     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25611     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25622     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25626     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25631     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25649     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25653     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25655     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25659     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25664     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25670     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25674     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25677     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25679     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25684     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25686     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25689     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25693     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25696     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25700     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25704     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25708     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25712     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25721     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25723     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25725     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25801     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25807     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25813     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25817     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25819     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25837     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25839     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25841     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25845     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25849     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25854     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25857     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25862     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25866     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25942     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25944     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25946     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25950     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25955     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25959     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
root     25964     2  0 Sep14 ?        00:00:00 [kworker/15:0]
oracle   25965     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25970     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25973     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25978     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25980     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25985     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25987     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25989     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25994     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25996     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   25999     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26001     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26019     1  0 14:23 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26028     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26032     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26033     1  0 Sep12 ?        00:07:00 ora_m004_VES081
oracle   26038     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26049     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26053     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26055     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26058     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26061     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26065     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26070     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26076     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26078     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26082     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26086     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26089     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26104     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26108     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26117     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26121     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26196     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26200     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26209     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26213     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26217     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26222     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26226     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26231     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26233     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26239     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26241     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26243     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26248     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26321     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26331     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26336     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26340     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26342     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26348     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26352     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26362     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26384     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26389     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26393     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26398     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26402     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26411     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26474     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26491     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26500     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26502     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26507     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26511     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26515     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26595     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26605     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26609     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26613     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26618     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26620     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26626     1  0 14:24 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26655     1  0 14:25 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26735     1  0 14:25 ?        00:00:00 oracleVES081 (LOCAL=NO)
oracle   26746     1  0 14:25 ?        00:00:00 oracleVES081 (LOCAL=NO)
root     26980     2  0 14:25 ?        00:00:00 [kworker/6:1]
root     27296     2  0 Sep14 ?        00:00:00 [kworker/14:0]
root     27345     2  0 Jul24 ?        00:00:12 [kworker/21:2]
oracle   27780     1  0 Jun12 ?        00:04:20 ora_w000_VES081
root     27845     2  0 14:27 ?        00:00:00 [kworker/0:2]
root     28854  1211  0 14:29 ?        00:00:00 sleep 60
root     28876     2  0 Mar12 ?        00:00:00 [kworker/14:1H]
root     29080  1599  0 14:29 ?        00:00:00 sshd: oracle [priv]
root     29155     2  0 14:29 ?        00:00:00 [kworker/3:0]
oracle   29164 29080  0 14:29 ?        00:00:00 sshd: oracle@pts/0
oracle   29168 29164  0 14:29 pts/0    00:00:00 -bash
root     29202     1  0 14:29 ?        00:00:00 /usr/sbin/abrt-dbus -t133
root     29264     2  0 Sep11 ?        00:00:00 [kworker/10:2]
oracle   29331 29168  4 14:29 pts/0    00:00:00 sqlplus   as sysdba @edb360.sql T 1-6 custom_config_01.sql
oracle   29332 29331 66 14:29 ?        00:00:02 oracleVES081 (DESCRIPTION=(LOCAL=YES)(ADDRESS=(PROTOCOL=beq)))
oracle   29342 29331  0 14:29 pts/0    00:00:00 /bin/bash -c ps -ef >> 00004_edb360_1a_6z_711081_log3.txt
oracle   29343 29342  0 14:29 pts/0    00:00:00 ps -ef
root     30142     2  0 Sep14 ?        00:00:20 [kworker/5:0]
root     31255     2  0 Aug22 ?        00:00:05 [kworker/12:2]
root     31440     2  0 Apr22 ?        00:00:19 [kworker/18:0]
oracle   32334     1  0 Aug30 ?        00:00:41 ora_w00o_VES081
oracle   32344     1  0 Aug30 ?        00:00:41 ora_w009_VES081
oracle   32402     1  0 Aug30 ?        00:00:42 ora_w00f_VES081
oracle   32407     1  0 Aug30 ?        00:00:41 ora_w00d_VES081
root     32601     2  0 Sep12 ?        00:00:02 [kworker/17:0]
  adding: awr_ash_pre_check_VES081.txt (deflated 79%)
  adding: verify_stats_wr_sys_VES081.txt (deflated 95%)
	zip warning: name not matched: escp_output_ve-s08-1_20250915.zip

zip error: Nothing to do! (edb360_1a_6z_711081_255642_20250915_1429.zip)
  adding: 00000_readme_first_436.txt (deflated 83%)
  adding: sorttable.js (deflated 70%)
  adding: edb360_img.jpg (deflated 36%)
  adding: edb360_favicon.ico (deflated 15%)
-rw-r-----. 1 oracle dba 193597 Sep 15 14:29 /oracle/diag/rdbms/ves081/VES081/trace/VES081_ora_29332_edb360_1a_6z_711081.trc

TKPROF: Release 19.0.0.0.0 - Development on Mon Sep 15 14:29:58 2025

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.


  adding: 00005_edb360_1a_6z_711081_tkprof_sort.txt (deflated 90%)
  adding: 00002_edb360_1a_6z_711081_log.txt (deflated 80%)
  adding: 00001_edb360_1a_6z_711081_index.html (deflated 57%)
  adding: 00009_edb360_1a_6z_711081_1a_1_system_under_observation.html (deflated 68%)
  adding: 00003_edb360_1a_6z_711081_log2.txt (deflated 24%)
	zip warning: name not matched: sqlmon_d8uuyf8kta65w_.zip

zip error: Nothing to do! (edb360_1a_6z_711081_255642_20250915_1429.zip)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 57%)
updating: 00002_edb360_1a_6z_711081_log.txt (deflated 79%)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 57%)
  adding: 00010_edb360_1a_6z_711081_1a_2_identification.html (deflated 70%)
updating: 00003_edb360_1a_6z_711081_log2.txt (deflated 45%)
	zip warning: name not matched: sqlmon_8qbqznsysdv3h_.zip

zip error: Nothing to do! (edb360_1a_6z_711081_255642_20250915_1429.zip)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 58%)
updating: 00002_edb360_1a_6z_711081_log.txt (deflated 79%)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 58%)
  adding: 00011_edb360_1a_6z_711081_1a_3_pluggable_databases.html (deflated 66%)
updating: 00003_edb360_1a_6z_711081_log2.txt (deflated 52%)
	zip warning: name not matched: sqlmon_5khpsqhw5nfh3_.zip

zip error: Nothing to do! (edb360_1a_6z_711081_255642_20250915_1429.zip)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 59%)
updating: 00002_edb360_1a_6z_711081_log.txt (deflated 80%)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 59%)
  adding: 00012_edb360_1a_6z_711081_1a_4_pluggable_databases_saved_states.html (deflated 60%)
updating: 00003_edb360_1a_6z_711081_log2.txt (deflated 60%)
	zip warning: name not matched: sqlmon_4hfdcxzb0wg0k_.zip

zip error: Nothing to do! (edb360_1a_6z_711081_255642_20250915_1429.zip)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 60%)
updating: 00002_edb360_1a_6z_711081_log.txt (deflated 80%)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 60%)
  adding: 00013_edb360_1a_6z_711081_1a_5_registry_sql_patch.html (deflated 81%)
updating: 00003_edb360_1a_6z_711081_log2.txt (deflated 61%)
	zip warning: name not matched: sqlmon_1z35w596d14rj_.zip

zip error: Nothing to do! (edb360_1a_6z_711081_255642_20250915_1429.zip)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 60%)
updating: 00002_edb360_1a_6z_711081_log.txt (deflated 80%)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 61%)
  adding: 00014_edb360_1a_6z_711081_1a_6_registry_history.html (deflated 61%)
updating: 00003_edb360_1a_6z_711081_log2.txt (deflated 63%)
	zip warning: name not matched: sqlmon_2wn4px394bnm7_.zip

zip error: Nothing to do! (edb360_1a_6z_711081_255642_20250915_1429.zip)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 61%)
updating: 00002_edb360_1a_6z_711081_log.txt (deflated 80%)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 61%)
  adding: 00015_edb360_1a_6z_711081_1a_7_database_links.html (deflated 64%)
updating: 00003_edb360_1a_6z_711081_log2.txt (deflated 64%)
	zip warning: name not matched: sqlmon_9rpt1u9q7cm0t_.zip

zip error: Nothing to do! (edb360_1a_6z_711081_255642_20250915_1429.zip)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 62%)
updating: 00002_edb360_1a_6z_711081_log.txt (deflated 80%)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 62%)
  adding: 00016_edb360_1a_6z_711081_1a_8_all_parameters.html (deflated 86%)
updating: 00003_edb360_1a_6z_711081_log2.txt (deflated 65%)
	zip warning: name not matched: sqlmon_f4kjbr6ukjww4_.zip

zip error: Nothing to do! (edb360_1a_6z_711081_255642_20250915_1429.zip)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 62%)
updating: 00002_edb360_1a_6z_711081_log.txt (deflated 80%)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 62%)
  adding: 00017_edb360_1a_6z_711081_1a_9_pdb_parameter_file.html (deflated 60%)
updating: 00003_edb360_1a_6z_711081_log2.txt (deflated 66%)
	zip warning: name not matched: sqlmon_9sajmcq45anjx_.zip

zip error: Nothing to do! (edb360_1a_6z_711081_255642_20250915_1429.zip)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 63%)
updating: 00002_edb360_1a_6z_711081_log.txt (deflated 80%)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 63%)
  adding: 00018_edb360_1a_6z_711081_1a_10_memory_configuration.html (deflated 75%)
updating: 00003_edb360_1a_6z_711081_log2.txt (deflated 67%)
	zip warning: name not matched: sqlmon_as1gtvs59qxt3_.zip

zip error: Nothing to do! (edb360_1a_6z_711081_255642_20250915_1429.zip)
updating: 00001_edb360_1a_6z_711081_index.html (deflated 63%)
